payment_id;order_id;payment_datetime;payment_method;payment_status;failure_reason;amount
1100404;700404;2024-01-20 10:40:45;Рассрочка;successful;;27567
1100405;700405;2024-01-20 17:47:41;СБП;successful;;81480
1100406;700406;2024-01-20 19:10:55;СБП;successful;;39157
1100407;700407;2024-01-20 16:48:20;Банковская карта;successful;;44362
1100408;700408;2024-01-20 18:56:52;СБП;successful;;17061
1100409;700409;2024-01-20 21:05:33;СБП;successful;;45380
1100410;700410;2024-01-21 18:42:26;Рассрочка;failed;Недостаточно средств;36164
1100411;700411;2024-01-21 19:04:23;Рассрочка;successful;;1735
1100412;700412;2024-01-21 21:34:20;Банковская карта;successful;;40366
1100413;700413;2024-01-21 15:48:09;СБП;successful;;73082
1100414;700414;2024-01-21 14:40:28;Банковская карта;failed;Недостаточно средств;7981
1100415;700415;2024-01-21 10:07:53;Банковская карта;successful;;51990
1100416;700416;2024-01-21 16:19:53;Банковская карта;failed;Отклонено банком;39480
1100417;700417;2024-01-21 19:37:45;Банковская карта;successful;;10090
1100418;700418;2024-01-21 12:40:11;ЮMoney;successful;;3364
1100419;700419;2024-01-21 17:45:56;Банковская карта;refunded;;5856
1100420;700420;2024-01-21 17:04:56;Банковская карта;successful;;691
1100421;700421;2024-01-21 14:16:28;СБП;successful;;54056
1100422;700422;2024-01-21 16:24:10;Наличными при получении;successful;;1141
1100423;700423;2024-01-21 09:06:08;Банковская карта;failed;Пользователь отменил оплату;67490
1100424;700424;2024-01-21 18:52:50;Банковская карта;successful;;3390
1100425;700425;2024-01-21 11:27:00;Банковская карта;successful;;76431
1100426;700426;2024-01-21 17:05:26;СБП;successful;;143855
1100427;700427;2024-01-22 17:25:46;СБП;successful;;115270
1100428;700428;2024-01-22 14:09:23;Банковская карта;successful;;139574
1100429;700429;2024-01-22 18:29:00;Банковская карта;successful;;12090
1100430;700430;2024-01-22 12:37:18;СБП;refunded;Заказ отменён клиентом после оплаты;65480
1100431;700431;2024-01-22 17:54:52;Рассрочка;successful;;54201
1100432;700432;2024-01-22 14:19:14;Банковская карта;successful;;3568
1100433;700433;2024-01-22 13:55:53;Банковская карта;successful;;66770
1100434;700434;2024-01-22 13:50:47;СБП;successful;;546
1100435;700435;2024-01-22 18:43:49;Наличными при получении;successful;;12190
1100436;700436;2024-01-22 21:50:47;Банковская карта;failed;Отклонено банком;19889
1100437;700437;2024-01-22 15:07:43;СБП;successful;;20371
1100438;700438;2024-01-22 11:05:16;Банковская карта;refunded;;34876
1100439;700439;2024-01-22 16:28:40;Банковская карта;successful;;17778
1100440;700440;2024-01-22 13:52:22;ЮMoney;successful;;3990
1100441;700441;2024-01-22 19:49:39;ЮMoney;successful;;20080
1100442;700442;2024-01-22 14:24:12;Рассрочка;failed;Пользователь отменил оплату;18381
1100443;700443;2024-01-22 13:41:25;СБП;successful;;54289
1100444;700444;2024-01-23 18:12:09;Банковская карта;successful;;64014
1100445;700445;2024-01-23 12:54:26;Рассрочка;failed;Пользователь отменил оплату;2284
1100446;700446;2024-01-23 20:46:06;Банковская карта;successful;;17786
1100447;700447;2024-01-23 18:02:21;СБП;successful;;71572
1100448;700448;2024-01-23 17:48:43;Банковская карта;successful;;9640
1100449;700449;2024-01-23 21:43:04;Банковская карта;successful;;23725
1100450;700450;2024-01-23 22:34:09;СБП;successful;;80300
1100451;700451;2024-01-23 20:44:07;Наличными при получении;successful;;2271
1100452;700452;2024-01-23 21:35:20;Банковская карта;failed;Ошибка платёжного шлюза;85480
1100453;700453;2024-01-23 12:58:21;Банковская карта;successful;;26057
1100454;700454;2024-01-23 11:01:09;СБП;successful;;7980
1100455;700455;2024-01-23 12:38:13;Банковская карта;successful;;26157
1100456;700456;2024-01-23 16:54:04;Банковская карта;successful;;81866
1100457;700457;2024-01-23 17:58:05;Наличными при получении;successful;;46256
1100458;700458;2024-01-24 14:21:28;Банковская карта;successful;;83880
1100459;700459;2024-01-24 20:22:32;Наличными при получении;refunded;Заказ отменён клиентом после оплаты;29601
1100460;700460;2024-01-24 14:27:27;Наличными при получении;successful;;11790
1100461;700461;2024-01-24 20:32:16;Банковская карта;successful;;7326
1100462;700462;2024-01-24 13:22:06;Банковская карта;successful;;5096
1100463;700463;2024-01-24 15:20:52;Наличными при получении;successful;;50787
1100464;700464;2024-01-24 18:27:51;Банковская карта;successful;;70580
1100465;700465;2024-01-24 15:37:06;СБП;successful;;997
1100466;700466;2024-01-24 16:04:42;Рассрочка;successful;;33345
1100467;700467;2024-01-24 15:12:07;Рассрочка;failed;Пользователь отменил оплату;22480
1100468;700468;2024-01-24 15:49:45;Наличными при получении;failed;Ошибка платёжного шлюза;4345
1100469;700469;2024-01-24 18:36:44;ЮMoney;successful;;37695
1100470;700470;2024-01-24 16:22:47;ЮMoney;failed;Пользователь отменил оплату;9381
1100471;700471;2024-01-24 23:10:32;Наличными при получении;successful;;793
1100472;700472;2024-01-24 20:44:15;Наличными при получении;successful;;35345
1100473;700473;2024-01-24 13:40:25;ЮMoney;successful;;23993
1100474;700474;2024-01-24 19:48:07;СБП;successful;;2336
1100475;700475;2024-01-24 08:58:25;СБП;failed;Ошибка платёжного шлюза;12117
1100476;700476;2024-01-24 21:00:29;СБП;successful;;2100
1100477;700477;2024-01-24 19:51:07;Банковская карта;successful;;59841
1100478;700478;2024-01-24 09:58:17;СБП;successful;;6476
1100479;700479;2024-01-25 22:12:31;Рассрочка;successful;;77295
1100480;700480;2024-01-25 18:20:47;Рассрочка;successful;;6990
1100481;700481;2024-01-25 19:14:32;Рассрочка;successful;;4990
1100482;700482;2024-01-25 14:39:41;Банковская карта;successful;;41215
1100483;700483;2024-01-25 16:42:47;Банковская карта;successful;;3850
1100484;700484;2024-01-25 18:10:11;СБП;successful;;72990
1100485;700485;2024-01-25 17:52:01;Банковская карта;successful;;16484
1100486;700486;2024-01-25 22:24:41;Наличными при получении;successful;;36168
1100487;700487;2024-01-25 09:42:00;Наличными при получении;failed;Недостаточно средств;3635
1100488;700488;2024-01-25 11:33:33;Рассрочка;refunded;Заказ отменён клиентом после оплаты;2567
1100489;700489;2024-01-25 12:05:44;СБП;successful;;46480
1100490;700490;2024-01-25 16:09:39;Банковская карта;refunded;;34735
1100491;700491;2024-01-25 11:13:40;Банковская карта;failed;Недостаточно средств;35835
1100492;700492;2024-01-25 21:06:34;Банковская карта;refunded;;12256
1100493;700493;2024-01-25 23:25:00;Рассрочка;successful;;43525
1100494;700494;2024-01-25 16:43:03;Банковская карта;successful;;18735
1100495;700495;2024-01-25 21:54:36;СБП;successful;;524
1100496;700496;2024-01-25 18:47:23;Банковская карта;successful;;16535
1100497;700497;2024-01-25 15:33:45;СБП;successful;;27090
1100498;700498;2024-01-25 16:17:58;СБП;successful;;3511
1100499;700499;2024-01-25 08:52:24;Банковская карта;failed;Недостаточно средств;23869
1100500;700500;2024-01-26 22:18:02;СБП;successful;;110790
1100501;700501;2024-01-26 21:25:38;Наличными при получении;refunded;;70606
1100502;700502;2024-01-26 15:32:44;Банковская карта;successful;;99935
1100503;700503;2024-01-26 11:09:07;Банковская карта;successful;;8380
1100504;700504;2024-01-26 22:12:15;Банковская карта;successful;;682
1100505;700505;2024-01-26 12:14:24;Банковская карта;successful;;37874
1100506;700506;2024-01-26 17:59:52;Банковская карта;successful;;80610
1100507;700507;2024-01-26 16:18:39;Банковская карта;successful;;91229
1100508;700508;2024-01-26 08:59:58;Рассрочка;successful;;46036
1100509;700509;2024-01-26 23:11:44;Банковская карта;successful;;36805
1100510;700510;2024-01-26 15:52:33;СБП;successful;;99912
1100511;700511;2024-01-26 19:00:12;СБП;successful;;27480
1100512;700512;2024-01-26 18:00:10;СБП;successful;;22618
1100513;700513;2024-01-26 15:25:12;СБП;successful;;23875
1100514;700514;2024-01-26 14:28:17;Банковская карта;successful;;5180
1100515;700515;2024-01-26 18:56:56;СБП;successful;;1231
1100516;700516;2024-01-26 13:15:12;СБП;successful;;5280
1100517;700517;2024-01-27 17:21:46;Наличными при получении;successful;;17261
1100518;700518;2024-01-27 22:32:24;Банковская карта;successful;;32345
1100519;700519;2024-01-27 17:05:30;Банковская карта;successful;;20484
1100520;700520;2024-01-27 18:30:30;Банковская карта;successful;;66470
1100521;700521;2024-01-27 20:50:56;СБП;successful;;33945
1100522;700522;2024-01-27 18:14:25;ЮMoney;successful;;133867
1100523;700523;2024-01-27 12:15:40;Банковская карта;failed;Отклонено банком;100581
1100524;700524;2024-01-27 18:12:17;СБП;successful;;36080
1100525;700525;2024-01-27 13:01:24;СБП;successful;;33790
1100526;700526;2024-01-27 17:56:40;Банковская карта;successful;;29619
1100527;700527;2024-01-27 20:04:30;Банковская карта;successful;;12157
1100528;700528;2024-01-27 13:33:19;Банковская карта;successful;;1057
1100529;700529;2024-01-27 16:23:11;Наличными при получении;refunded;;32147
1100530;700530;2024-01-27 19:41:56;Банковская карта;refunded;;39345
1100531;700531;2024-01-27 16:16:45;Банковская карта;successful;;22512
1100532;700532;2024-01-27 19:35:58;Рассрочка;successful;;13490
1100533;700533;2024-01-27 12:02:05;СБП;failed;Недостаточно средств;24580
1100534;700534;2024-01-28 21:01:19;Банковская карта;successful;;53892
1100535;700535;2024-01-28 17:36:22;СБП;successful;;40765
1100536;700536;2024-01-28 18:53:41;СБП;successful;;4880
1100537;700537;2024-01-28 18:14:32;СБП;successful;;1426
1100538;700538;2024-01-28 10:21:17;СБП;failed;Отклонено банком;96995
1100539;700539;2024-01-28 20:48:10;СБП;refunded;;2780
1100540;700540;2024-01-28 22:48:34;Наличными при получении;successful;;34756
1100541;700541;2024-01-28 15:26:36;Банковская карта;failed;Пользователь отменил оплату;34007
1100542;700542;2024-01-28 12:52:53;Рассрочка;refunded;Заказ отменён клиентом после оплаты;4857
